Body_Type,Kilometers_Driven,Owner_Count,oem,model,modelYear,price,Fuel_Type,Transmission,Engine_CC,Length_mm,Height_mm,Wheel_Base_mm,Kerb_weight_kg,Tyre_Type,Mileage_Kmpl,Max_Power_BHP,Torque_Nm,Seats,Wheel_size,City
Hatchback,75000,1,Hyundai,Hyundai Grand i10,2014,399000.0,Petrol,Manual,1197.0,3765.0,1520.0,2425.0,935.0,Tubeless,18.9,82.0,114.0,5.0,15.697549201633866,Bangalore
Hatchback,75523,2,Hyundai,Hyundai i10,2011,312000.0,Petrol,Manual,1197.0,3585.0,1550.0,2380.0,960.0,TubelessRadial,20.36,78.9,111.8,5.0,13.0,Bangalore
SUV,47000,1,Mahindra,Mahindra XUV500,2015,1275000.0,Diesel,Manual,2179.0,4585.0,1785.0,2700.0,2010.0,Tubeless,16.0,140.0,330.0,7.0,17.0,Bangalore
SUV,36500,1,Tata,Tata Harrier,2022,1989999.9999999998,Diesel,Manual,1956.0,4598.0,1706.0,2741.0,1675.0,TubelessRadial,16.35,167.67,350.0,5.0,17.0,Bangalore
MUV,28253,1,Renault,Renault Triber,2020,719000.0,Petrol,Manual,999.0,3991.0,1643.0,2520.0,947.0,TubelessRadial,20.0,71.01,96.0,7.0,15.697549201633866,Bangalore
SUV,50000,1,Hyundai,Hyundai Creta,2016,1260000.0,Diesel,Manual,1582.0,4270.0,1630.0,2590.0,1320.0,Tubeless,19.67,126.2,259.9,5.0,16.0,Bangalore
Hatchback,90000,2,Hyundai,Hyundai i10,2010,300000.0,Petrol,Manual,1197.0,3585.0,1550.0,2380.0,930.0,TubelessRadial,20.36,78.9,111.7,5.0,13.0,Bangalore
SUV,70000,2,BMW,BMW X5,2016,3981000.0,Diesel,Automatic,2993.0,4886.0,1762.0,2933.0,2060.0,Runflat,15.97,258.0,560.0,5.0,19.0,Bangalore
Hatchback,52571,1,Hyundai,Hyundai i20,2016,627000.0,Petrol,Manual,1197.0,3985.0,1505.0,2570.0,1066.0,Tubeless,18.6,81.83,114.7,5.0,16.0,Bangalore
Sedan,70000,2,BMW,BMW 3 Series,2010,1300000.0,Diesel,Automatic,1995.0,4520.0,1421.0,2760.0,1455.0,TubelessRadial,16.07,181.0,380.0,5.0,16.0,Bangalore
Sedan,61993,1,Honda,Honda City,2015,672000.0,Petrol,Manual,1497.0,4440.0,1495.0,2600.0,1049.0,TubelessRadial,17.4,117.3,145.0,5.0,15.0,Bangalore
SUV,57000,1,Hyundai,Hyundai Tucson,2017,1825000.0,Diesel,Automatic,1995.0,4475.0,1660.0,2670.0,1537.0,TubelessRadial,16.38,182.46,400.11,5.0,18.0,Bangalore
SUV,80000,2,Toyota,Toyota Fortuner,2021,3500000.0,Diesel,Manual,2755.0,4795.0,1835.0,2745.0,2360.0,TubelessRadial,14.24,174.5,420.0,7.0,17.0,Bangalore
Hatchback,36359,1,Hyundai,Hyundai i20,2013,440000.00000000006,Petrol,Manual,1197.0,3995.0,1505.0,2525.0,1040.0,TubelessRadial,18.5,82.85,113.7,5.0,14.0,Bangalore
SUV,70000,2,Tata,Tata Harrier,2019,1460000.0,Diesel,Manual,1956.0,4598.0,1706.0,2741.0,1745.0,Tubeless,17.0,138.1,350.0,5.0,17.0,Bangalore
SUV,7500,1,MG,MG Hector,2022,2041000.0,Petrol,Automatic,1451.0,4655.0,1760.0,2750.0,1820.0,TubelessRadial,18.9,141.0,250.0,5.0,18.0,Bangalore
Sedan,30301,1,Hyundai,Hyundai Verna,2017,1033000.0,Petrol,Automatic,1591.0,4440.0,1475.0,2600.0,1238.0,Tubeless,17.0,121.3,151.0,5.0,16.0,Bangalore
Hatchback,66000,1,Hyundai,Hyundai i10,2010,275000.0,Petrol,Manual,1197.0,3585.0,1550.0,2380.0,960.0,TubelessRadial,20.36,78.9,111.8,5.0,13.0,Bangalore
Hatchback,56010,1,Hyundai,Hyundai i20,2017,676000.0,Petrol,Manual,1197.0,3985.0,1505.0,2570.0,1066.0,Tubeless,18.6,81.83,114.7,5.0,15.697549201633866,Bangalore
SUV,47000,1,Mercedes-Benz,Mercedes-Benz GLC,2017,4290000.0,Diesel,Automatic,2143.0,4656.0,1639.0,2873.0,1954.0,TubelessRadial,17.9,170.0,400.0,5.0,18.0,Bangalore
SUV,60000,2,Nissan,Nissan Terrano,2014,650000.0,Diesel,Manual,1461.0,4331.0,1671.0,2673.0,1390.0,Tubeless,19.01,108.5,248.0,5.0,16.0,Bangalore
Hatchback,83829,1,Maruti,Maruti Swift,2014,444000.00000000006,Diesel,Manual,1248.0,3840.0,1530.0,2450.0,960.0,Tubeless,25.2,74.0,190.0,5.0,15.697549201633866,Bangalore
Hatchback,10000,1,Renault,Renault KWID,2020,509999.99999999994,Petrol,Automatic,999.0,3731.0,1474.0,2422.0,750.0,TubelessRadial,22.0,67.0,91.0,5.0,15.697549201633866,Bangalore
SUV,35000,2,Renault,Renault Duster,2016,925000.0,Diesel,Automatic,1461.0,4315.0,1695.0,2673.0,1285.0,TubelessRadial,19.6,108.45,245.0,5.0,16.0,Bangalore
Sedan,51116,2,Honda,Honda City,2019,1024000.0,Petrol,Automatic,1497.0,4440.0,1495.0,2600.0,1080.0,TubelessRadial,18.0,117.6,145.0,5.0,15.0,Bangalore
Sedan,80000,3,Skoda,Skoda Rapid,2016,500000.0,Diesel,Manual,1498.0,4386.0,1466.0,2552.0,1206.0,TubelessRadial,21.14,103.52,250.0,5.0,15.0,Bangalore
Hatchback,40000,2,Volkswagen,Volkswagen Polo,2017,994999.9999999999,Petrol,Automatic,1197.0,3971.0,1469.0,2469.0,1109.0,TubelessRadial,17.21,103.5,175.0,5.0,16.0,Bangalore
SUV,85565,2,Honda,Honda CR-V,2012,935000.0,Petrol,Automatic,2354.0,4575.0,1680.0,2620.0,1595.0,TubelessRadial,11.1,158.8,218.0,5.0,17.0,Bangalore
SUV,36916,1,Ford,Ford Ecosport,2018,834000.0,Petrol,Manual,1497.0,3998.0,1647.0,2519.0,1274.0,TubelessRadial,17.0,121.36,150.0,5.0,16.0,Bangalore
Hatchback,90000,1,Volkswagen,Volkswagen Polo,2015,560000.0,Diesel,Manual,1498.0,3971.0,1469.0,2469.0,1158.0,TubelessRadial,20.14,88.8,230.0,5.0,15.0,Bangalore
Hatchback,112795,1,Maruti,Maruti Swift,2012,454000.0,Petrol,Manual,1197.0,3845.0,1530.0,2450.0,875905.0,TubelessRadial,22.38,88.5,113.0,5.0,15.697549201633866,Bangalore
Sedan,11000,1,Mercedes-Benz,Mercedes-Benz A-Class Limousine,2021,3690000.0,Petrol,Automatic,1332.0,4549.0,1446.0,2729.0,1395.0,TubelessRadial,18.9,160.92,250.0,5.0,17.0,Bangalore
MUV,120000,2,Toyota,Toyota Innova,2014,1100000.0,Petrol,Manual,1998.0,4585.0,1760.0,2750.0,1585.0,TubelessRadial,11.4,130.1,181.0,7.0,15.0,Bangalore
Hatchback,36685,2,Honda,Honda Brio,2016,462000.0,Petrol,Manual,1198.0,3610.0,1500.0,2345.0,925.0,TubelessRadial,19.4,86.8,109.0,5.0,15.697549201633866,Bangalore
SUV,120000,2,Hyundai,Hyundai Santa Fe,2012,900000.0,Diesel,Automatic,2199.0,4660.0,1760.0,2700.0,1940.0,TubelessRadial,11.72,194.3,436.4,7.0,18.0,Bangalore
Sedan,4000,1,BMW,BMW 6 Series,2022,7900000.0,Petrol,Automatic,1998.0,5091.0,1538.0,3070.0,1885.0,Runflat,13.32,254.79,400.0,4.0,19.0,Bangalore
Hatchback,32184,2,Maruti,Maruti Baleno,2019,843000.0,Petrol,Automatic,1197.0,3995.0,1510.0,2520.0,935.0,TubelessRadial,21.4,83.1,115.0,5.0,16.0,Bangalore
Hatchback,32279,1,Maruti,Maruti Baleno RS,2018,799000.0,Petrol,Manual,998.0,3995.0,1510.0,2520.0,950.0,TubelessRadial,21.1,100.5,150.0,5.0,15.697549201633866,Bangalore
Hatchback,59698,1,Hyundai,Hyundai i20,2015,576000.0,Petrol,Manual,1197.0,3985.0,1505.0,2570.0,1066.0,Tubeless,18.6,81.83,114.7,5.0,16.0,Bangalore
SUV,46071,1,Renault,Renault Captur,2018,949000.0,Diesel,Manual,1461.0,4329.0,1626.0,2673.0,1325.0,TubelessRadial,20.37,108.45,240.0,5.0,17.0,Bangalore
SUV,90000,1,Maruti,Maruti Vitara Brezza,2017,795000.0,Diesel,Manual,1248.0,3995.0,1640.0,2500.0,1190.0,TubelessRadial,24.3,88.5,200.0,5.0,16.0,Bangalore
SUV,9554,1,Hyundai,Hyundai Venue,2019,1085000.0,Petrol,Manual,998.0,3995.0,1605.0,2500.0,1340.0,Radial,18.27,118.35,171.6,5.0,16.0,Bangalore
SUV,14000,1,Jeep,Jeep Compass,2022,2590000.0,Petrol,Automatic,1368.0,4405.0,1640.0,2636.0,1530.0,TubelessRadial,14.1,160.77,250.0,5.0,18.0,Bangalore
SUV,74499,2,Renault,Renault Duster,2013,516000.0,Diesel,Manual,1461.0,4315.0,1695.0,2673.0,1240.0,TubelessRadial,20.45,83.8,200.0,5.0,16.0,Bangalore
SUV,56211,2,Ford,Ford Ecosport,2017,777000.0,Petrol,Automatic,1497.0,3998.0,1647.0,2519.0,1296.0,TubelessRadial,14.8,121.36,150.0,5.0,15.697549201633866,Bangalore
Hatchback,9001,1,Honda,Honda Jazz,2019,753000.0,Petrol,Manual,1199.0,3955.0,1544.0,2530.0,1042.0,TubelessRadial,18.2,88.7,110.0,5.0,15.0,Bangalore
SUV,65457,2,Mahindra,Mahindra XUV500,2017,1226000.0,Diesel,Automatic,1997.0,4585.0,1785.0,2700.0,1960.0,TubelessRadial,16.0,140.0,320.0,7.0,17.0,Bangalore
Hatchback,23682,1,Honda,Honda Jazz,2017,725000.0,Petrol,Manual,1199.0,3955.0,1544.0,2530.0,1044.0,TubelessRadial,18.7,88.7,110.0,5.0,15.0,Bangalore
Sedan,50000,1,Hyundai,Hyundai Verna,2020,1150000.0,Diesel,Manual,1582.0,4440.0,1475.0,2600.0,1255.0,Tubeless,22.0,126.2,259.87,5.0,16.0,Bangalore
Hatchback,134557,2,Maruti,Maruti Swift,2015,629000.0,Diesel,Manual,1248.0,3840.0,1530.0,2450.0,985.0,Tubeless,25.2,74.0,190.0,5.0,15.0,Bangalore
Sedan,96567,2,Maruti,Maruti Swift Dzire,2013,447000.0,Petrol,Manual,1197.0,3995.0,1515.0,2450.0,880915.0,TubelessRadial,22.41,88.5,113.0,5.0,15.697549201633866,Bangalore
MUV,83007,2,Maruti,Maruti Ertiga,2014,786000.0,Diesel,Manual,1248.0,4265.0,1685.0,2740.0,1235.0,TubelessRadial,20.77,88.8,200.0,7.0,15.0,Bangalore
Hatchback,34000,1,Honda,Honda Jazz,2018,745000.0,Petrol,Manual,1199.0,3955.0,1544.0,2530.0,1042.0,TubelessRadial,18.7,88.7,110.0,5.0,15.0,Bangalore
Hatchback,81634,1,Hyundai,Hyundai Grand i10,2014,490000.00000000006,Petrol,Automatic,1197.0,3765.0,1520.0,2425.0,935.0,Tubeless,18.9,82.0,114.0,5.0,14.0,Bangalore
Sedan,57284,2,Honda,Honda City,2017,942000.0,Petrol,Automatic,1497.0,4440.0,1495.0,2600.0,1107.0,TubelessRadial,18.0,117.6,145.0,5.0,16.0,Bangalore
SUV,70000,2,Ford,Ford Ecosport,2016,675000.0,Petrol,Automatic,1499.0,3999.0,1708.0,2520.0,1250.0,TubelessRadial,15.63,110.4,140.0,5.0,16.0,Bangalore
Hatchback,70000,2,Honda,Honda Brio,2013,330000.0,Petrol,Manual,1198.0,3610.0,1500.0,2345.0,925.0,TubelessRadial,19.4,86.8,109.0,5.0,15.697549201633866,Bangalore
Sedan,46429,2,Toyota,Toyota Yaris,2018,875000.0,Petrol,Automatic,1496.0,4425.0,1495.0,2550.0,1115.0,TubelessRadial,17.8,105.5,140.0,5.0,15.697549201633866,Bangalore
Hatchback,17624,1,Maruti,Maruti Baleno,2017,869000.0,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,890.0,TubelessRadial,21.4,83.1,115.0,5.0,16.0,Bangalore
Sedan,100000,2,Volkswagen,Volkswagen Vento,2012,425000.0,Diesel,Manual,1598.0,4384.0,1466.0,2552.0,1220.0,TubelessRadial,20.54,103.6,250.0,5.0,15.0,Bangalore
Sedan,30000,1,Honda,Honda City,2019,1070000.0,Petrol,Manual,1497.0,4440.0,1495.0,2600.0,1061.0,TubelessRadial,17.4,117.6,145.0,5.0,15.0,Bangalore
SUV,49690,2,Ford,Ford Ecosport,2018,1025000.0,Petrol,Manual,1496.0,3998.0,1647.0,2519.0,1225.0,TubelessRadial,15.9,120.69,149.0,5.0,16.0,Bangalore
SUV,110000,1,Mahindra,Mahindra XUV500,2016,1000000.0,Diesel,Manual,2179.0,4585.0,1785.0,2700.0,1840.0,Tubeless,16.0,140.0,330.0,7.0,15.697549201633866,Bangalore
Sedan,50000,1,Fiat,Fiat Linea,2009,375000.0,Petrol,Manual,1368.0,4560.0,1487.0,2520.0,1240.0,TubelessRadial,16.0,90.0,115.0,5.0,15.0,Bangalore
SUV,55702,1,Ford,Ford Ecosport,2018,844000.0,Petrol,Automatic,1497.0,3998.0,1647.0,2519.0,1320.0,TubelessRadial,14.8,121.36,150.0,5.0,16.0,Bangalore
Hatchback,45046,1,Hyundai,Hyundai i20 Active,2016,764000.0,Diesel,Manual,1396.0,3995.0,1555.0,2570.0,1080.0,TubelessRadial,21.19,88.73,220.0,5.0,16.0,Bangalore
Hatchback,53000,2,Maruti,Maruti Ritz,2014,420000.0,Petrol,Manual,1197.0,3775.0,1620.0,2360.0,1015.0,TubelessRadial,18.5,85.8,114.0,5.0,15.697549201633866,Bangalore
Hatchback,94695,1,Maruti,Maruti Baleno,2016,684000.0,Diesel,Manual,1248.0,3995.0,1510.0,2520.0,985.0,TubelessRadial,27.39,74.0,190.0,5.0,16.0,Bangalore
Hatchback,22162,1,Maruti,Maruti Baleno,2019,802999.9999999999,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,890.0,TubelessRadial,21.4,83.1,115.0,5.0,16.0,Bangalore
Hatchback,70000,2,Hyundai,Hyundai Santro Xing,2010,320000.0,Petrol,Manual,1086.0,3565.0,1590.0,2380.0,825.0,TubelessRadial,17.92,62.1,96.1,5.0,13.0,Bangalore
Sedan,115331,1,Honda,Honda City,2017,803999.9999999999,Diesel,Manual,1498.0,4440.0,1495.0,2600.0,1150.0,TubelessRadial,26.0,98.6,200.0,5.0,15.0,Bangalore
Sedan,70000,2,Mercedes-Benz,Mercedes-Benz E-Class,2013,1400000.0,Diesel,Automatic,2148.0,4852.0,1483.0,2854.0,1640.0,TubelessRadial,10.0,170.0,400.0,5.0,17.0,Bangalore
Hatchback,42233,2,Maruti,Maruti Swift,2016,548000.0,Petrol,Manual,1197.0,3845.0,1530.0,2450.0,875905.0,TubelessRadial,22.38,88.5,113.0,5.0,15.697549201633866,Bangalore
Hatchback,20941,1,Hyundai,Hyundai Grand i10,2019,619000.0,Petrol,Manual,1197.0,3765.0,1520.0,2425.0,1120.0,Tubeless,18.9,81.86,113.75,5.0,15.697549201633866,Bangalore
SUV,50000,2,Maruti,Maruti Vitara Brezza,2018,1000000.0,Diesel,Manual,1248.0,3995.0,1640.0,2500.0,1210.0,TubelessRadial,24.3,88.5,200.0,5.0,16.0,Bangalore
SUV,46602,1,Honda,Honda WR-V,2018,865000.0,Petrol,Manual,1199.0,3999.0,1601.0,2555.0,1103.0,TubelessRadial,17.5,88.7,110.0,5.0,16.0,Bangalore
SUV,50000,2,Mahindra Ssangyong,Mahindra Ssangyong Rexton,2014,1000000.0,Diesel,Automatic,2696.0,4755.0,1840.0,2835.0,2060.0,TubelessRadial,11.18,184.0,402.0,7.0,16.0,Bangalore
Hatchback,104000,2,Maruti,Maruti Swift,2014,535000.0,Diesel,Manual,1248.0,3840.0,1530.0,2450.0,960.0,Tubeless,25.2,74.0,190.0,5.0,15.697549201633866,Bangalore
SUV,90000,1,Ford,Ford Ecosport,2018,975000.0,Diesel,Manual,1498.0,3998.0,1647.0,2519.0,1304.0,TubelessRadial,23.0,98.96,205.0,5.0,16.0,Bangalore
Hatchback,50035,1,Maruti,Maruti Baleno,2017,699000.0,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,880.0,TubelessRadial,21.4,83.1,115.0,5.0,16.0,Bangalore
SUV,80000,1,Tata,Tata Nexon,2021,1150000.0,Petrol,Manual,1199.0,3993.0,1606.0,2498.0,1375.0,TubelessRadial,17.57,118.36,170.0,5.0,16.0,Bangalore
Hatchback,90000,2,Hyundai,Hyundai i20,2015,625000.0,Petrol,Manual,1197.0,3985.0,1505.0,2570.0,1066.0,Tubeless,18.6,81.83,114.7,5.0,16.0,Bangalore
Sedan,90000,4,Mercedes-Benz,Mercedes-Benz E-Class,2011,1000000.0,Diesel,Automatic,2143.0,4868.0,1471.0,2874.0,1800.0,TubelessRadial,14.21,203.0,500.0,5.0,17.0,Bangalore
Sedan,120000,1,Toyota,Toyota Corolla Altis,2011,600000.0,Diesel,Manual,1364.0,4620.0,1475.0,2700.0,1340.0,TubelessRadial,21.43,87.2,205.0,5.0,15.0,Bangalore
Sedan,25170,1,Maruti,Maruti Swift Dzire,2015,675000.0,Petrol,Manual,1197.0,3995.0,1515.0,2450.0,880915.0,TubelessRadial,22.41,88.5,113.0,5.0,15.0,Bangalore
Sedan,25022,1,Maruti,Maruti Ciaz,2021,893000.0,Petrol,Manual,1462.0,4490.0,1485.0,2650.0,1105.0,TubelessRadial,20.65,103.25,138.0,5.0,15.0,Bangalore
Hatchback,100000,2,Maruti,Maruti Swift,2012,420000.0,Diesel,Manual,1248.0,3850.0,1530.0,2430.0,1060.0,TubelessRadial,22.9,74.0,190.0,5.0,14.0,Bangalore
Sedan,26367,1,Maruti,Maruti Ciaz,2020,941000.0,Petrol,Manual,1462.0,4490.0,1485.0,2650.0,1105.0,TubelessRadial,20.65,103.25,138.0,5.0,15.0,Bangalore
Sedan,76567,2,Hyundai,Hyundai Elantra,2015,630000.0,Petrol,Automatic,1797.0,4530.0,1470.0,2700.0,1329.0,TubelessRadial,14.5,147.5,177.5,5.0,16.0,Bangalore
MUV,120000,2,Toyota,Toyota Innova,2013,1275000.0,Diesel,Manual,2494.0,4585.0,1760.0,2750.0,1680.0,TubelessRadial,12.99,100.6,200.0,7.0,15.0,Bangalore
Hatchback,36459,2,Hyundai,Hyundai Grand i10,2015,525000.0,Petrol,Automatic,1197.0,3765.0,1520.0,2425.0,935.0,Tubeless,18.9,82.0,114.0,5.0,14.0,Bangalore
SUV,93725,1,Maruti,Maruti SX4 S Cross,2016,750000.0,Diesel,Manual,1248.0,4300.0,1595.0,2600.0,1220.0,TubelessRadial,23.65,88.5,200.0,5.0,15.697549201633866,Bangalore
Sedan,115599,2,Maruti,Maruti Ciaz,2016,632000.0,Petrol,Automatic,1373.0,4490.0,1485.0,2650.0,1030.0,TubelessRadial,19.12,91.1,130.0,5.0,16.0,Bangalore
Sedan,43469,1,Maruti,Maruti Swift Dzire,2015,645000.0,Petrol,Manual,1197.0,3995.0,1515.0,2450.0,880915.0,TubelessRadial,22.41,88.5,113.0,5.0,15.0,Bangalore
Sedan,70000,4,Ford,Ford Ikon,2005,500000.0,Petrol,Manual,1299.0,4140.0,1379.0,2486.0,1040.0,TubelessRadial,13.8,70.0,10.7,5.0,13.0,Bangalore
SUV,77000,2,BMW,BMW X5,2019,6795000.0,Diesel,Automatic,2993.0,4922.0,1745.0,2975.0,2060.0,TubelessRunflat,13.38,261.5,620.0,5.0,20.0,Bangalore
SUV,100000,1,Maruti,Maruti Vitara Brezza,2018,850000.0,Diesel,Manual,1248.0,3995.0,1640.0,2500.0,1175.0,TubelessRadial,24.3,88.5,200.0,5.0,15.697549201633866,Bangalore
Sedan,72000,1,Mitsubishi,Mitsubishi Cedia,2008,299000.0,Petrol,Manual,1999.0,4480.0,1455.0,2600.0,1210.0,TubelessRadial,14.7,115.0,17.8,5.0,15.0,Bangalore
Sedan,77000,1,Jaguar,Jaguar XF,2013,2095000.0,Diesel,Automatic,2179.0,4961.0,1460.0,2909.0,1780.0,TubelessRadial,16.36,187.7,450.0,5.0,20.0,Bangalore
SUV,87101,1,Audi,Audi Q7,2013,2800000.0,Diesel,Automatic,2967.0,5089.0,1737.0,3002.0,2345.0,TubelessRadial,12.07,241.4,550.0,7.0,18.0,Bangalore
Hatchback,40771,2,Volkswagen,Volkswagen Polo,2021,999000.0,Petrol,Manual,999.0,3971.0,1469.0,2470.0,1072.0,TubelessRadial,18.24,108.62,175.0,5.0,16.0,Bangalore
Hatchback,28000,1,Honda,Honda Jazz,2018,825000.0,Petrol,Manual,1199.0,3955.0,1544.0,2530.0,1042.0,TubelessRadial,18.7,88.7,110.0,5.0,15.0,Bangalore
Hatchback,40000,3,Maruti,Maruti Wagon R,2008,250000.0,Petrol,Manual,1061.0,3595.0,1700.0,2400.0,870.0,TubelessRadial,18.9,67.0,84.0,5.0,13.0,Bangalore
SUV,26000,1,Hyundai,Hyundai Venue,2020,1295000.0,Petrol,Automatic,998.0,3995.0,1605.0,2500.0,1440.0,Radial,18.15,118.35,172.0,5.0,16.0,Bangalore
Hatchback,76032,1,Maruti,Maruti Wagon R,2012,329000.0,Petrol,Manual,998.0,3595.0,1700.0,2400.0,885.0,TubelessRadial,18.9,67.1,90.0,5.0,14.0,Bangalore
Sedan,113780,1,Maruti,Maruti Ciaz,2018,666000.0,Petrol,Manual,1462.0,4490.0,1485.0,2650.0,1065.0,TubelessRadial,21.56,103.25,138.0,5.0,16.0,Bangalore
Sedan,24000,1,Audi,Audi A3,2019,2290000.0,Diesel,Automatic,1968.0,4458.0,1416.0,2637.0,1490.0,TubelessRadial,20.38,143.0,320.0,5.0,16.0,Bangalore
SUV,65812,2,Hyundai,Hyundai Venue,2020,1026000.0,Diesel,Manual,1493.0,3995.0,1605.0,2500.0,1260.0,Radial,23.7,98.6,240.26,5.0,16.0,Bangalore
SUV,10000,1,Skoda,Skoda Kushaq,2022,1700000.0,Petrol,Automatic,999.0,4225.0,1612.0,2651.0,12451280.0,TubelessRadial,17.2,113.98,178.0,5.0,17.0,Bangalore
Hatchback,39959,1,Maruti,Maruti Baleno,2016,681000.0,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,880.0,TubelessRadial,21.4,83.1,115.0,5.0,16.0,Bangalore
SUV,10000,1,Hyundai,Hyundai Alcazar,2022,1689999.9999999998,Petrol,Automatic,1999.0,4500.0,1675.0,2760.0,1770.0,TubelessRadial,14.2,156.9,191.0,7.0,18.0,Bangalore
Hatchback,65484,3,Maruti,Maruti Alto K10,2016,318000.0,Petrol,Manual,998.0,3530.0,1520.0,2380.0,755.0,TubelessRadial,24.39,65.71,89.0,5.0,15.697549201633866,Bangalore
Hatchback,49174,1,Maruti,Maruti Baleno,2017,688000.0,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,880.0,TubelessRadial,21.4,83.1,115.0,5.0,16.0,Bangalore
SUV,20000,1,Volkswagen,Volkswagen Taigun,2022,1300000.0,Petrol,Manual,999.0,4221.0,1612.0,2651.0,1205.0,TubelessRadial,20.08,113.98,178.0,5.0,15.697549201633866,Bangalore
Hatchback,50000,1,Hyundai,Hyundai i10,2009,265000.0,Petrol,Manual,1197.0,3585.0,1550.0,2380.0,930.0,TubelessRadial,20.36,78.9,111.7,5.0,13.0,Bangalore
Sedan,40000,2,Maruti,Maruti Swift Dzire,2018,645000.0,Petrol,Automatic,1197.0,3995.0,1515.0,2450.0,895.0,TubelessRadial,22.0,81.8,113.0,5.0,15.0,Bangalore
SUV,30000,1,Hyundai,Hyundai Alcazar,2022,2000000.0,Petrol,Automatic,1999.0,4500.0,1675.0,2760.0,1770.0,TubelessRadial,14.2,156.9,191.0,7.0,18.0,Bangalore
Coupe,50000,3,BMW,BMW 3 Series,2007,900000.0,Petrol,Automatic,2497.0,4520.0,1421.0,2760.0,1460.0,TubelessRadial,10.9,215.0,25.1,5.0,17.0,Bangalore
Hatchback,80000,1,Maruti,Maruti Swift,2020,620000.0,Petrol,Manual,1197.0,3840.0,1530.0,2450.0,855885.0,Tubeless,21.21,81.8,113.0,5.0,15.0,Bangalore
SUV,20000,1,MG,MG Astor,2022,1470000.0,Petrol,Manual,1498.0,4323.0,1650.0,2585.0,1450.0,TubelessRadial,15.43,108.49,144.0,5.0,17.0,Bangalore
Sedan,70000,1,Hyundai,Hyundai Accent,2010,220000.00000000003,CNG,Manual,1495.0,4250.0,1370.0,2440.0,1039.0,TubelessRadial,13.2,93.7,124.5,5.0,13.0,Bangalore
Sedan,90000,1,Audi,Audi A4,2014,1475000.0,Diesel,Automatic,1968.0,4701.0,1427.0,2808.0,1595.0,TubelessRadial,17.11,174.33,380.0,5.0,17.0,Bangalore
Hatchback,40000,1,Renault,Renault KWID,2020,415000.00000000006,Petrol,Manual,999.0,3731.0,1490.0,2422.0,745.0,TubelessRadial,21.74,67.0,91.0,5.0,15.697549201633866,Bangalore
Hatchback,63797,1,Honda,Honda Jazz,2016,610000.0,Petrol,Manual,1199.0,3955.0,1544.0,2530.0,1044.0,TubelessRadial,18.7,88.7,110.0,5.0,15.0,Bangalore
Hatchback,60216,2,Hyundai,Hyundai Grand i10,2018,560000.0,Petrol,Manual,1197.0,3765.0,1520.0,2425.0,1100.0,Tubeless,18.9,81.86,113.75,5.0,15.697549201633866,Bangalore
Hatchback,10000,2,Maruti,Maruti Alto K10,2015,425000.0,Petrol,Automatic,998.0,3545.0,1475.0,2360.0,784.0,TubelessRadial,23.95,67.05,90.0,5.0,15.697549201633866,Bangalore
Hatchback,38153,1,Maruti,Maruti Baleno,2016,686000.0,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,880.0,TubelessRadial,21.4,83.1,115.0,5.0,16.0,Bangalore
Hatchback,76485,1,Maruti,Maruti Swift,2015,517000.0,Petrol,Manual,1197.0,3845.0,1530.0,2450.0,875905.0,TubelessRadial,22.38,88.5,113.0,5.0,15.697549201633866,Bangalore
Hatchback,40000,2,Maruti,Maruti Wagon R,2015,385000.0,Petrol,Manual,998.0,3599.0,1700.0,2400.0,885.0,Tubeless,20.51,67.04,90.0,5.0,15.697549201633866,Bangalore
Hatchback,40623,1,Maruti,Maruti Baleno,2016,675000.0,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,880.0,TubelessRadial,21.4,83.1,115.0,5.0,16.0,Bangalore
Sedan,18000,2,Mercedes-Benz,Mercedes-Benz C-Class,2018,3300000.0,Diesel,Automatic,2143.0,4686.0,1442.0,2840.0,1655.0,TubelessRadial,19.27,167.62,400.0,5.0,17.0,Bangalore
Hatchback,88051,1,Maruti,Maruti Swift,2014,499000.0,Petrol,Manual,1197.0,3845.0,1530.0,2450.0,875905.0,TubelessRadial,22.38,88.5,113.0,5.0,15.697549201633866,Bangalore
Hatchback,16522,1,Maruti,Maruti Swift,2022,774000.0,Petrol,Manual,1197.0,3845.0,1530.0,2450.0,875905.0,TubelessRadial,22.38,88.5,113.0,5.0,15.697549201633866,Bangalore
SUV,70000,2,Jeep,Jeep Compass,2019,1475000.0,Diesel,Manual,1956.0,4395.0,1640.0,2636.0,1641.0,TubelessRadial,16.3,170.0,350.0,5.0,17.0,Bangalore
Hatchback,80000,3,Maruti,Maruti Wagon R,2008,240000.0,Petrol,Manual,1061.0,3595.0,1700.0,2400.0,870.0,TubelessRadial,18.9,67.0,84.0,5.0,13.0,Bangalore
SUV,50000,1,Hyundai,Hyundai Venue,2019,1025000.0,Diesel,Manual,1396.0,3995.0,1605.0,2500.0,1220.0,Radial,23.7,88.76,219.6,5.0,16.0,Bangalore
