Body_Type,Kilometers_Driven,Owner_Count,oem,model,modelYear,price,Fuel_Type,Transmission,Engine_CC,Length_mm,Height_mm,Wheel_Base_mm,Kerb_weight_kg,Tyre_Type,Mileage_Kmpl,Max_Power_BHP,Torque_Nm,Seats,Wheel_size,City
Hatchback,72473,1,Hyundai,Hyundai i10,2013,299000.0,Petrol,Manual,1197.0,3585.0,1550.0,2380.0,930.0,TubelessRadial,20.36,78.9,111.7,5.0,13.0,Hyderabad
SUV,18030,1,Maruti,Maruti Brezza,2022,1252000.0,Petrol,Manual,1462.0,3995.0,1685.0,2500.0,1140.0,TubelessRadial,19.89,101.65,136.8,5.0,16.0,Hyderabad
Sedan,63000,1,Honda,Honda Amaze,2018,875000.0,Diesel,Manual,1498.0,3995.0,1501.0,2470.0,1021.0,TubelessRadial,27.4,98.63,200.0,5.0,15.697549201633866,Hyderabad
Hatchback,40404,1,Honda,Honda Jazz,2016,550000.0,Petrol,Automatic,1199.0,3955.0,1544.0,2530.0,1062.0,TubelessRadial,19.0,88.7,110.0,5.0,15.697549201633866,Hyderabad
Sedan,96407,1,Honda,Honda City,2018,969999.9999999999,Petrol,Automatic,1497.0,4440.0,1495.0,2600.0,1107.0,TubelessRadial,18.0,117.6,145.0,5.0,16.0,Hyderabad
Hatchback,20000,1,Hyundai,Hyundai Grand i10,2017,590000.0,Petrol,Manual,1197.0,3765.0,1520.0,2425.0,1060.0,Tubeless,18.9,81.86,113.75,5.0,14.0,Hyderabad
Sedan,53456,1,Honda,Honda City,2017,771000.0,Petrol,Manual,1497.0,4440.0,1495.0,2600.0,1049.0,TubelessRadial,17.8,117.3,145.0,5.0,15.0,Hyderabad
Hatchback,91603,2,Maruti,Maruti Alto 800,2016,256999.99999999997,Petrol,Manual,796.0,3445.0,1475.0,2360.0,755.0,Tubeless,22.05,47.33,69.0,5.0,15.697549201633866,Hyderabad
Hatchback,28246,1,Toyota,Toyota Glanza,2021,767000.0,Petrol,Manual,1197.0,3990.0,1500.0,2520.0,920955.0,TubelessRadial,22.35,88.5,113.0,5.0,16.0,Hyderabad
Sedan,171000,3,Renault,Renault Scala,2013,260000.0,Diesel,Manual,1461.0,4425.0,1505.0,2600.0,1080.0,TubelessRadial,21.64,84.8,200.0,5.0,15.0,Hyderabad
Hatchback,30224,1,Tata,Tata Tiago,2021,581000.0,Petrol,Manual,1199.0,3765.0,1535.0,2400.0,982.0,TubelessRadial,19.01,84.82,113.0,5.0,15.697549201633866,Hyderabad
Sedan,70000,1,Honda,Honda City,2017,1025000.0,Diesel,Manual,1498.0,4440.0,1495.0,2600.0,1148.0,TubelessRadial,25.6,97.9,200.0,5.0,15.0,Hyderabad
Hatchback,120000,3,Hyundai,Hyundai i20,2013,400000.0,Diesel,Manual,1396.0,3995.0,1505.0,2525.0,1120.0,TubelessRadial,21.27,88.76,219.6,5.0,14.0,Hyderabad
SUV,120000,2,Maruti,Maruti Vitara Brezza,2017,750000.0,Diesel,Manual,1248.0,3995.0,1640.0,2500.0,1190.0,TubelessRadial,24.3,88.5,200.0,5.0,16.0,Hyderabad
Sedan,80000,2,Skoda,Skoda Rapid,2020,1000000.0,Diesel,Manual,1498.0,4413.0,1466.0,2552.0,1192.0,TubelessRadial,21.13,108.6,250.0,5.0,15.0,Hyderabad
Sedan,49000,1,Skoda,Skoda Octavia,2019,2150000.0,Petrol,Automatic,1798.0,4670.0,1476.0,2688.0,1376.0,TubelessRadial,15.1,178.0,250.0,5.0,16.0,Hyderabad
Hatchback,70000,1,Hyundai,Hyundai i20,2019,660000.0,Petrol,Manual,1197.0,3985.0,1505.0,2570.0,1120.0,Tubeless,18.6,81.86,114.73,5.0,15.697549201633866,Hyderabad
SUV,85838,1,Ford,Ford Ecosport,2014,662000.0,Diesel,Manual,1498.0,3999.0,1708.0,2520.0,1290.0,TubelessRadial,22.7,89.84,204.0,5.0,16.0,Hyderabad
Hatchback,68000,1,Nissan,Nissan Micra Active,2016,395000.0,Petrol,Manual,1198.0,3801.0,1530.0,2450.0,1095.0,TubelessRadial,19.69,67.04,104.0,5.0,15.697549201633866,Hyderabad
Hatchback,38607,2,Maruti,Maruti Celerio,2018,513999.99999999994,Petrol,Automatic,998.0,3695.0,1560.0,2425.0,850.0,TubelessRadial,23.1,67.04,90.0,5.0,15.697549201633866,Hyderabad
Hatchback,48934,2,Hyundai,Hyundai i20,2019,772000.0,Petrol,Automatic,1197.0,3985.0,1505.0,2570.0,10541093.0,Tubeless,17.4,81.86,117.0,5.0,16.0,Hyderabad
Hatchback,73000,1,Hyundai,Hyundai i20,2018,680000.0,Petrol,Manual,1197.0,3985.0,1505.0,2570.0,1120.0,Tubeless,18.6,81.86,114.73,5.0,15.697549201633866,Hyderabad
Hatchback,31933,2,Maruti,Maruti Alto 800,2014,254000.0,Petrol,Manual,796.0,3445.0,1475.0,2360.0,755.0,Tubeless,22.05,47.33,69.0,5.0,15.697549201633866,Hyderabad
Hatchback,54959,1,Maruti,Maruti Wagon R,2013,311000.0,Petrol,Manual,998.0,3595.0,1700.0,2400.0,885.0,TubelessRadial,18.9,67.1,90.0,5.0,14.0,Hyderabad
Sedan,49000,1,Jaguar,Jaguar XF,2014,2150000.0,Diesel,Automatic,2993.0,4961.0,1460.0,2909.0,1780.0,TubelessRadial,14.74,270.9,600.0,5.0,20.0,Hyderabad
Sedan,59261,1,Honda,Honda City,2017,1015000.0,Petrol,Automatic,1497.0,4440.0,1495.0,2600.0,1085.0,TubelessRadial,18.0,117.3,145.0,5.0,15.0,Hyderabad
Sedan,42000,1,Audi,Audi A3,2019,2850000.0,Diesel,Automatic,1968.0,4458.0,1416.0,2637.0,1490.0,TubelessRadial,20.38,143.0,320.0,5.0,16.0,Hyderabad
Hatchback,73889,1,Maruti,Maruti Swift,2014,461000.00000000006,Petrol,Manual,1197.0,3845.0,1530.0,2450.0,875905.0,TubelessRadial,22.38,88.5,113.0,5.0,15.697549201633866,Hyderabad
Hatchback,44363,2,Renault,Renault KWID,2019,372000.0,Petrol,Manual,799.0,3731.0,1474.0,2422.0,710.0,TubelessRadial,22.3,53.26,72.0,5.0,15.697549201633866,Hyderabad
Sedan,54000,1,Mercedes-Benz,Mercedes-Benz E-Class,2011,1450000.0,Diesel,Automatic,2143.0,4868.0,1471.0,2874.0,1800.0,TubelessRadial,14.21,203.0,500.0,5.0,17.0,Hyderabad
Sedan,50151,1,Hyundai,Hyundai Verna,2017,802999.9999999999,Petrol,Manual,1591.0,4375.0,1475.0,2570.0,1290.0,Tubeless,17.01,121.3,154.9,5.0,16.0,Hyderabad
Hatchback,120000,1,Hyundai,Hyundai Santro Xing,2010,220000.00000000003,LPG,Manual,1086.0,3565.0,1590.0,2380.0,845.0,TubelessRadial,13.45,62.1,96.1,5.0,13.0,Hyderabad
Sedan,92000,1,Volvo,Volvo S60,2012,1150000.0,Diesel,Automatic,2400.0,4628.0,1484.0,2776.0,1651.0,TubelessRadial,13.2,215.0,440.0,5.0,17.0,Hyderabad
Sedan,51000,1,Jaguar,Jaguar XF,2017,2995000.0,Diesel,Automatic,1999.0,5067.0,1457.0,2960.0,1760.0,TubelessRadial,19.33,177.0,430.0,5.0,20.0,Hyderabad
SUV,70000,1,Mercedes-Benz,Mercedes-Benz GLE,2018,6950000.0,Petrol,Automatic,2996.0,4891.0,1719.0,2915.0,2240.0,TubelessRadial,8.9,384.87,520.0,5.0,21.0,Hyderabad
SUV,72253,1,Hyundai,Hyundai Venue,2019,900000.0,Petrol,Manual,998.0,3995.0,1605.0,2500.0,1340.0,Radial,18.27,118.35,171.6,5.0,16.0,Hyderabad
SUV,51757,1,Mahindra,Mahindra XUV500,2015,1400000.0,Diesel,Manual,2179.0,4585.0,1785.0,2700.0,1655.0,Tubeless,16.0,140.0,330.0,7.0,17.0,Hyderabad
Hatchback,46000,1,Chevrolet,Chevrolet Beat,2012,295000.0,Petrol,Manual,1199.0,3640.0,1520.0,2375.0,950.0,TubelessRadial,18.6,79.4,108.0,5.0,14.0,Hyderabad
SUV,24648,1,Tata,Tata Harrier,2022,1964999.9999999998,Diesel,Manual,1956.0,4598.0,1706.0,2741.0,1660.0,TubelessRadial,16.35,167.67,350.0,5.0,17.0,Hyderabad
Hatchback,61201,1,Maruti,Maruti Wagon R,2013,306000.0,Petrol,Manual,998.0,3599.0,1700.0,2400.0,870.0,Tubeless,20.51,67.04,90.0,5.0,15.697549201633866,Hyderabad
SUV,23000,1,Tata,Tata Harrier,2021,2014999.9999999998,Diesel,Manual,1956.0,4598.0,1706.0,2741.0,1660.0,TubelessRadial,16.35,167.67,350.0,5.0,17.0,Hyderabad
Hatchback,46563,2,Maruti,Maruti Wagon R,2016,366000.0,Petrol,Manual,998.0,3599.0,1700.0,2400.0,885.0,Tubeless,20.51,67.04,90.0,5.0,15.697549201633866,Hyderabad
Hatchback,41085,1,Hyundai,Hyundai i20,2016,645000.0,Petrol,Manual,1197.0,3985.0,1505.0,2570.0,1066.0,Tubeless,18.6,81.83,114.7,5.0,16.0,Hyderabad
Hatchback,90000,1,Ford,Ford Figo,2010,299000.0,Diesel,Manual,1399.0,3795.0,1427.0,2489.0,1130.0,TubelessRadial,20.0,68.0,160.0,5.0,14.0,Hyderabad
Hatchback,50260,1,Hyundai,Hyundai i20,2013,423000.00000000006,Petrol,Manual,1197.0,3995.0,1505.0,2525.0,1060.0,TubelessRadial,18.5,82.85,113.7,5.0,14.0,Hyderabad
Hatchback,55000,1,Ford,Ford Figo,2010,295000.0,Petrol,Manual,1196.0,3795.0,1427.0,2489.0,1075.0,TubelessRadial,15.6,70.0,102.0,5.0,14.0,Hyderabad
Hatchback,107913,2,Maruti,Maruti Celerio,2014,328000.0,Petrol,Manual,998.0,3695.0,1555.0,2435.0,810.0,TubelessRadial,25.24,65.71,89.0,5.0,15.697549201633866,Hyderabad
Hatchback,52858,1,Maruti,Maruti Swift,2017,565000.0,Petrol,Manual,1197.0,3845.0,1530.0,2450.0,875905.0,TubelessRadial,22.38,88.5,113.0,5.0,15.697549201633866,Hyderabad
Sedan,50000,1,BMW,BMW 3 Series,2014,2250000.0,Diesel,Automatic,1995.0,4824.0,1508.0,2920.0,1700.0,TubelessRadial,19.59,184.0,380.0,5.0,18.0,Hyderabad
Hatchback,41832,2,Renault,Renault KWID,2016,299000.0,Petrol,Manual,999.0,3679.0,1478.0,2422.0,730.0,TubelessRadial,23.01,67.0,91.0,5.0,15.697549201633866,Hyderabad
Hatchback,61000,1,Datsun,Datsun GO,2014,299000.0,Petrol,Manual,1198.0,3785.0,1490.0,2450.0,1050.0,Tubeless,20.63,67.0,104.0,5.0,15.697549201633866,Hyderabad
Sedan,136700,1,Skoda,Skoda Laura,2012,490000.00000000006,Diesel,Automatic,1968.0,4569.0,1485.0,2578.0,1355.0,TubelessRadial,17.0,140.0,320.0,5.0,16.0,Hyderabad
Hatchback,44000,1,Maruti,Maruti Ritz,2011,340000.0,Petrol,Manual,1197.0,3775.0,1620.0,2360.0,1015.0,TubelessRadial,18.5,85.8,114.0,5.0,15.697549201633866,Hyderabad
MUV,45430,1,Renault,Renault Triber,2021,650000.0,Petrol,Automatic,999.0,3990.0,1643.0,2636.0,947.0,TubelessRadial,18.2,71.0,96.0,7.0,15.697549201633866,Hyderabad
SUV,10000,1,Volkswagen,Volkswagen Taigun,2022,1650000.0,Petrol,Automatic,999.0,4221.0,1612.0,2651.0,1255.0,TubelessRadial,18.41,113.98,178.0,5.0,16.0,Hyderabad
SUV,50000,1,Nissan,Nissan Magnite,2021,750000.0,Petrol,Manual,999.0,3994.0,1572.0,2500.0,939.0,TubelessRadial,18.75,71.02,96.0,5.0,15.697549201633866,Hyderabad
SUV,89178,1,Mahindra,Mahindra XUV500,2015,700000.0,Diesel,Manual,1997.0,4585.0,1785.0,2700.0,1890.0,TubelessRadial,16.0,140.0,320.0,7.0,15.697549201633866,Hyderabad
Hatchback,52507,1,Maruti,Maruti Swift,2014,466000.0,Petrol,Manual,1197.0,3845.0,1530.0,2450.0,875905.0,TubelessRadial,22.38,88.5,113.0,5.0,15.697549201633866,Hyderabad
Sedan,47495,1,Volkswagen,Volkswagen Ameo,2019,587000.0,Petrol,Manual,999.0,3995.0,1483.0,2470.0,1039.0,TubelessRadial,19.44,75.0,95.0,5.0,15.697549201633866,Hyderabad
Hatchback,50000,2,Datsun,Datsun RediGO,2017,220000.00000000003,Petrol,Manual,799.0,3429.0,1541.0,2348.0,750.0,TubelessRadial,22.7,53.64,72.0,5.0,15.697549201633866,Hyderabad
Hatchback,89899,1,Maruti,Maruti Swift,2019,677000.0,Petrol,Automatic,1197.0,3845.0,1530.0,2450.0,875905.0,TubelessRadial,22.56,88.5,113.0,5.0,15.0,Hyderabad
Hatchback,39992,2,Renault,Renault KWID,2017,334000.0,Petrol,Manual,999.0,3679.0,1478.0,2422.0,710.0,TubelessRadial,23.01,67.0,91.0,5.0,15.697549201633866,Hyderabad
Hatchback,80000,2,Maruti,Maruti Wagon R,2009,150000.0,LPG,Manual,1061.0,3520.0,1660.0,2360.0,885.0,TubelessRadial,17.3,57.5,7.8,5.0,13.0,Hyderabad
Hatchback,89791,1,Maruti,Maruti Wagon R,2013,315000.0,Petrol,Manual,998.0,3595.0,1700.0,2400.0,885.0,TubelessRadial,18.9,67.1,90.0,5.0,14.0,Hyderabad
Hatchback,83000,1,Maruti,Maruti Wagon R,2006,114999.99999999999,Petrol,Manual,998.0,3595.0,1700.0,2400.0,870.0,TubelessRadial,18.9,67.0,90.0,5.0,13.0,Hyderabad
Hatchback,114071,2,Hyundai,Hyundai Grand i10,2015,389000.0,Petrol,Manual,1197.0,3765.0,1520.0,2425.0,935.0,Tubeless,18.9,82.0,114.0,5.0,15.697549201633866,Hyderabad
Hatchback,66445,2,Maruti,Maruti Wagon R,2015,347000.0,Petrol,Manual,998.0,3599.0,1700.0,2400.0,885.0,Tubeless,20.51,67.04,90.0,5.0,15.697549201633866,Hyderabad
SUV,30000,1,Volkswagen,Volkswagen Taigun,2021,1450000.0,Petrol,Automatic,999.0,4221.0,1612.0,2651.0,1255.0,TubelessRadial,18.41,113.98,178.0,5.0,16.0,Hyderabad
SUV,96615,1,Honda,Honda WR-V,2018,800000.0,Diesel,Manual,1498.0,3999.0,1601.0,2555.0,1198.0,TubelessRadial,25.5,98.6,200.0,5.0,16.0,Hyderabad
SUV,60000,1,Kia,Kia Seltos,2020,1550000.0,Diesel,Manual,1493.0,4315.0,1645.0,2610.0,1535.0,TubelessRadial,20.8,113.43,250.0,5.0,17.0,Hyderabad
Sedan,120000,2,Maruti,Maruti Swift Dzire,2016,350000.0,Diesel,Manual,1248.0,3995.0,1555.0,2430.0,1050.0,TubelessRadial,23.4,74.0,190.0,5.0,14.0,Hyderabad
Sedan,90000,2,Hyundai,Hyundai Xcent,2016,320000.0,Diesel,Manual,1120.0,3995.0,1520.0,2425.0,1100.0,Tubeless,24.4,71.0,180.4,5.0,15.697549201633866,Hyderabad
SUV,24001,1,Jeep,Jeep Compass,2021,3000000.0,Diesel,Manual,1956.0,4395.0,1640.0,2636.0,1641.0,TubelessRadial,16.3,170.0,350.0,5.0,17.0,Hyderabad
Hatchback,76000,1,Maruti,Maruti Swift,2011,345000.0,Petrol,Manual,1197.0,3850.0,1530.0,2430.0,970.0,TubelessRadial,18.6,85.8,114.0,5.0,14.0,Hyderabad
Hatchback,30000,1,Hyundai,Hyundai Grand i10 Nios,2022,750000.0,Petrol,Manual,1197.0,3805.0,1520.0,2450.0,1160.0,TubelessRadial,20.7,81.86,113.8,5.0,14.0,Hyderabad
SUV,37821,1,Jeep,Jeep Compass,2021,3000000.0,Diesel,Manual,1956.0,4395.0,1640.0,2636.0,1641.0,TubelessRadial,16.3,170.0,350.0,5.0,17.0,Hyderabad
SUV,42000,1,MG,MG Hector,2019,1698999.9999999998,Petrol,Automatic,1451.0,4655.0,1760.0,2750.0,1800.0,Radial,13.96,141.0,250.0,5.0,17.0,Hyderabad
Hatchback,64685,2,Maruti,Maruti Swift,2016,488999.99999999994,Petrol,Manual,1197.0,3845.0,1530.0,2450.0,875905.0,TubelessRadial,22.38,88.5,113.0,5.0,15.697549201633866,Hyderabad
Hatchback,71003,2,Maruti,Maruti Wagon R,2015,331000.0,Petrol,Manual,998.0,3599.0,1700.0,2400.0,885.0,Tubeless,20.51,67.04,90.0,5.0,15.697549201633866,Hyderabad
MUV,10000,1,Maruti,Maruti XL6,2021,1200000.0,Petrol,Manual,1462.0,4445.0,1700.0,2740.0,1180.0,TubelessRadial,19.01,103.2,138.0,6.0,15.0,Hyderabad
Hatchback,122617,1,Hyundai,Hyundai i20,2013,401000.0,Diesel,Manual,1396.0,3995.0,1505.0,2525.0,1140.0,TubelessRadial,21.9,88.76,219.6,5.0,14.0,Hyderabad
Hatchback,93593,1,Hyundai,Hyundai i10,2015,347000.0,Petrol,Manual,1086.0,3585.0,1550.0,2380.0,860.0,Tubeless,19.81,68.05,99.04,5.0,15.697549201633866,Hyderabad
Hatchback,76000,2,Hyundai,Hyundai i20,2012,409999.99999999994,Petrol,Manual,1197.0,3940.0,1505.0,2525.0,1020.0,TubelessRadial,17.0,805200.0,11.44,5.0,14.0,Hyderabad
Hatchback,51216,1,Hyundai,Hyundai i20,2020,764000.0,Petrol,Manual,1197.0,3985.0,1505.0,2570.0,1140.0,Tubeless,18.6,81.86,117.0,5.0,15.0,Hyderabad
SUV,36714,1,Hyundai,Hyundai Creta,2021,1400000.0,Petrol,Manual,1497.0,4300.0,1635.0,2610.0,1430.0,TubelessRadial,18.9,113.18,143.8,5.0,17.0,Hyderabad
Hatchback,61626,1,Tata,Tata Altroz,2021,831000.0,Diesel,Manual,1497.0,3990.0,1523.0,2501.0,1105.0,TubelessRadial,23.64,88.77,200.0,5.0,16.0,Hyderabad
Hatchback,47741,2,Maruti,Maruti Baleno,2016,535000.0,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,865.0,TubelessRadial,21.4,83.1,115.0,5.0,15.697549201633866,Hyderabad
Hatchback,63000,1,Hyundai,Hyundai Grand i10,2014,465000.00000000006,Petrol,Manual,1197.0,3765.0,1520.0,2425.0,935.0,Tubeless,18.9,82.0,114.0,5.0,14.0,Hyderabad
Hatchback,60894,1,Renault,Renault KWID,2020,415000.00000000006,Petrol,Manual,999.0,3731.0,1474.0,2422.0,730.0,TubelessRadial,21.74,67.0,91.0,5.0,15.697549201633866,Hyderabad
Sedan,70000,2,Honda,Honda City,2008,229999.99999999997,Petrol,Manual,1497.0,4390.0,1495.0,2450.0,1065.0,TubelessRadial,16.9,100.0,13.5,5.0,14.0,Hyderabad
Hatchback,51000,1,Hyundai,Hyundai i10,2012,320000.0,Petrol,Manual,1086.0,3585.0,1550.0,2380.0,860.0,Tubeless,19.81,68.05,99.04,5.0,15.697549201633866,Hyderabad
Hatchback,110000,1,Tata,Tata Tiago,2016,400000.0,Petrol,Manual,1199.0,3746.0,1535.0,2400.0,1012.0,Tubeless,23.84,84.0,114.0,5.0,14.0,Hyderabad
SUV,10000,1,Hyundai,Hyundai Venue,2022,1200000.0,Petrol,Manual,1197.0,3995.0,1617.0,2500.0,1148.0,TubelessRadial,18.9,81.8,113.8,5.0,15.697549201633866,Hyderabad
SUV,95000,1,BMW,BMW X1,2011,1100000.0,Diesel,Automatic,1995.0,4477.0,1545.0,2760.0,1485.0,TubelessRadial,17.05,184.0,380.0,5.0,17.0,Hyderabad
Sedan,66000,1,Maruti,Maruti Ciaz,2018,850000.0,Diesel,Manual,1498.0,4490.0,1485.0,2650.0,1065.0,TubelessRadial,26.82,93.87,225.0,5.0,16.0,Hyderabad
SUV,80642,1,Mahindra,Mahindra Scorpio,2011,390000.0,Diesel,Manual,2179.0,4430.0,1975.0,2680.0,1920.0,TubelessRadial,12.05,120.0,290.0,7.0,16.0,Hyderabad
SUV,70000,1,Hyundai,Hyundai Creta,2018,1225000.0,Diesel,Automatic,1582.0,4270.0,1630.0,2590.0,1300.0,Tubeless,17.01,126.2,259.9,5.0,16.0,Hyderabad
Hatchback,15700,1,Maruti,Maruti Baleno,2020,749000.0,Petrol,Manual,1197.0,3995.0,1510.0,2520.0,865890.0,TubelessRadial,21.01,81.8,113.0,5.0,15.697549201633866,Hyderabad
SUV,81764,1,Hyundai,Hyundai Creta,2018,1001000.0,Petrol,Manual,1591.0,4270.0,1630.0,2590.0,1280.0,Tubeless,13.0,121.3,151.0,5.0,17.0,Hyderabad
Sedan,95933,1,Hyundai,Hyundai Verna,2018,781000.0,Petrol,Manual,1368.0,4440.0,1475.0,2600.0,1208.0,Tubeless,19.1,98.6,132.38,5.0,15.697549201633866,Hyderabad
SUV,23000,1,Jeep,Jeep Compass,2019,1650000.0,Petrol,Manual,1368.0,4395.0,1640.0,2636.0,1537.0,TubelessRadial,16.0,160.0,250.0,5.0,15.697549201633866,Hyderabad
Hatchback,85589,2,Honda,Honda Jazz,2015,426000.0,Petrol,Manual,1199.0,3955.0,1544.0,2530.0,1042.0,TubelessRadial,18.7,88.7,110.0,5.0,15.697549201633866,Hyderabad
Hatchback,72793,2,Hyundai,Hyundai i20,2017,616000.0,Petrol,Manual,1197.0,3985.0,1505.0,2570.0,1066.0,Tubeless,18.6,81.83,114.7,5.0,16.0,Hyderabad
Sedan,92000,1,Hyundai,Hyundai Verna,2013,490000.00000000006,Diesel,Automatic,1582.0,4370.0,1475.0,2570.0,1280.0,TubelessRadial,22.32,126.32,259.8,5.0,16.0,Hyderabad
Hatchback,95255,2,Maruti,Maruti Swift,2014,428000.0,Petrol,Manual,1197.0,3845.0,1530.0,2450.0,875905.0,TubelessRadial,22.38,88.5,113.0,5.0,15.697549201633866,Hyderabad
MUV,59000,1,Toyota,Toyota Innova Crysta,2019,2275000.0,Diesel,Manual,2393.0,4735.0,1795.0,2750.0,1865.0,TubelessRadial,13.68,147.51,343.0,8.0,16.0,Hyderabad
Hatchback,89242,1,Maruti,Maruti Baleno,2018,670000.0,Petrol,Automatic,1197.0,3995.0,1510.0,2520.0,935.0,TubelessRadial,21.4,83.1,115.0,5.0,16.0,Hyderabad
Hatchback,40503,1,Honda,Honda Brio,2012,337000.0,Petrol,Manual,1198.0,3610.0,1500.0,2345.0,925.0,TubelessRadial,19.4,86.8,109.0,5.0,15.697549201633866,Hyderabad
Sedan,20000,1,Hyundai,Hyundai Verna,2022,1350000.0,Diesel,Manual,1493.0,4440.0,1475.0,2600.0,1220.0,TubelessRadial,25.0,113.45,250.0,5.0,15.697549201633866,Hyderabad
Sedan,96863,1,Honda,Honda Amaze,2018,611000.0,Petrol,Manual,1199.0,3995.0,1501.0,2470.0,921.0,TubelessRadial,19.5,88.76,110.0,5.0,15.697549201633866,Hyderabad
SUV,30300,1,Honda,Honda WR-V,2021,975000.0,Petrol,Manual,1199.0,3999.0,1601.0,2555.0,1106.0,TubelessRadial,16.5,88.5,110.0,5.0,16.0,Hyderabad
Sedan,40000,2,Honda,Honda City,2017,825000.0,Petrol,Manual,1497.0,4440.0,1495.0,2600.0,1049.0,TubelessRadial,17.8,117.3,145.0,5.0,15.0,Hyderabad
Sedan,120000,1,Honda,Honda Amaze,2014,400000.0,Diesel,Manual,1498.0,3990.0,1505.0,2405.0,1045.0,TubelessRadial,25.8,98.6,200.0,5.0,15.697549201633866,Hyderabad
SUV,27892,1,Mahindra,Mahindra XUV500,2013,900000.0,Diesel,Manual,2179.0,4585.0,1785.0,2700.0,1635.0,TubelessRadial,15.1,140.0,330.0,7.0,17.0,Hyderabad
Hatchback,90000,1,Maruti,Maruti Swift,2020,650000.0,Petrol,Manual,1197.0,3840.0,1530.0,2450.0,855885.0,Tubeless,21.21,81.8,113.0,5.0,15.0,Hyderabad
Hatchback,100000,1,Maruti,Maruti Wagon R,2009,225000.0,LPG,Manual,1061.0,3520.0,1660.0,2360.0,885.0,TubelessRadial,17.3,57.5,7.8,5.0,13.0,Hyderabad
Hatchback,73000,2,Hyundai,Hyundai Grand i10,2014,400000.0,Petrol,Manual,1197.0,3765.0,1520.0,2425.0,935.0,Tubeless,18.9,82.0,114.0,5.0,14.0,Hyderabad
Sedan,30000,1,Honda,Honda City Hybrid,2022,2250000.0,Petrol,Automatic,1498.0,4549.0,1489.0,2600.0,1280.0,TubelessRadial,26.5,96.55,127.0,5.0,16.0,Hyderabad
Sedan,32152,1,Maruti,Maruti Swift Dzire,2018,707000.0,Petrol,Automatic,1197.0,3995.0,1515.0,2450.0,860895.0,TubelessRadial,21.21,81.8,113.0,5.0,15.697549201633866,Hyderabad
Hatchback,58241,1,Maruti,Maruti Swift,2015,576000.0,Diesel,Manual,1248.0,3840.0,1530.0,2450.0,960.0,Tubeless,25.2,74.0,190.0,5.0,15.697549201633866,Hyderabad
MUV,120000,2,Maruti,Maruti Ertiga,2014,560000.0,Diesel,Manual,1248.0,4265.0,1685.0,2740.0,1235.0,TubelessRadial,20.77,88.76,200.0,7.0,15.697549201633866,Hyderabad
Sedan,94141,2,Honda,Honda City,2013,455999.99999999994,Petrol,Manual,1497.0,4440.0,1485.0,2550.0,1090.0,Tubeless Tyre,16.8,116.3,146.0,5.0,15.0,Hyderabad
Sedan,59411,1,Maruti,Maruti Swift Dzire,2017,685000.0,Petrol,Automatic,1197.0,3995.0,1515.0,2450.0,860895.0,TubelessRadial,21.21,81.8,113.0,5.0,15.0,Hyderabad
Sedan,17105,1,Volkswagen,Volkswagen Jetta,2016,1205000.0,Petrol,Manual,1390.0,4659.0,1453.0,2648.0,1354.0,TubelessRadial,14.69,120.3,200.0,5.0,16.0,Hyderabad
Sedan,37100,2,Maruti,Maruti Ciaz,2018,975000.0,Diesel,Manual,1248.0,4490.0,1485.0,2650.0,1135.0,TubelessRadial,28.09,88.5,200.0,5.0,16.0,Hyderabad
Hatchback,103211,2,Hyundai,Hyundai i10,2012,289000.0,Petrol,Manual,1197.0,3585.0,1550.0,2380.0,930.0,TubelessRadial,20.36,78.9,111.7,5.0,13.0,Hyderabad
Hatchback,113543,2,Maruti,Maruti Wagon R,2012,290000.0,Petrol,Manual,998.0,3595.0,1700.0,2400.0,885.0,TubelessRadial,18.9,67.1,90.0,5.0,14.0,Hyderabad
SUV,120000,2,Mahindra,Mahindra Scorpio,2010,425000.0,Diesel,Manual,2179.0,4430.0,1975.0,2680.0,2010.0,TubelessRadial,12.05,120.0,290.0,7.0,16.0,Hyderabad
Sedan,99334,1,Maruti,Maruti Swift Dzire,2012,407000.0,Diesel,Manual,1248.0,4160.0,1530.0,2390.0,1105.0,TubelessRadial,19.3,73.9,190.0,5.0,14.0,Hyderabad
Sedan,156126,1,Ford,Ford Fiesta,2014,300000.0,Diesel,Manual,1498.0,4320.0,1486.0,2489.0,1150.0,TubelessRadial,25.01,89.75,204.0,5.0,15.0,Hyderabad
SUV,68000,2,Hyundai,Hyundai Creta,2017,1195000.0,Diesel,Automatic,1582.0,4270.0,1630.0,2590.0,1320.0,Tubeless,17.01,126.2,259.9,5.0,17.0,Hyderabad
Sedan,100000,2,Honda,Honda Amaze,2014,390000.0,Petrol,Manual,1198.0,3990.0,1505.0,2405.0,940.0,TubelessRadial,18.0,86.7,109.0,5.0,15.697549201633866,Hyderabad
Hatchback,54000,1,Hyundai,Hyundai Santro Xing,2008,225000.0,Petrol,Manual,1086.0,3565.0,1590.0,2380.0,854.0,TubelessRadial,18.9,62.0,96.1,5.0,13.0,Hyderabad
Sedan,110000,2,Maruti,Maruti Swift Dzire Tour,2019,650000.0,Diesel,Manual,1248.0,3995.0,1555.0,2430.0,945.0,TubelessRadial,19.95,74.02,190.0,5.0,15.697549201633866,Hyderabad
Sedan,110000,2,Fiat,Fiat Linea,2010,250000.0,Petrol,Manual,1368.0,4560.0,1487.0,2520.0,1240.0,TubelessRadial,16.0,89.0,115.0,5.0,15.0,Hyderabad
